high arousal,low arousal,medium arousal,medium dominance,low dominance,high dominance,high valence,low valence,medium valence,examples,hedges,self references
energetic,fellow,old,lukewarm,blight,illustration,help,government,brassiere,,,
energize,femur,omen,lumbar,blind,imagination,helper,governmental,bratwurst,,,
energy,fence,oncologist,lung,blindness,imagine,helpful,graft,bravado,,,
engage,fender,ooze,madam,bloat,immaculate,herb,grave,brawn,,,
engaged,ferry,opium,magnesium,blockage,immune,heritage,graveyard,brazen,,,
engagement,fiberglass,opposition,magpie,bloodbath,important,hero,gray,breadth,,,
enjoyment,filet,oppressed,mailbox,bloodshot,impressed,heroic,greasy,break,,,
enlightening,filly,oppression,mailing,bogey,improvement,heroism,greed,breakaway,,,
entertain,finalist,orphaned,maintain,boogeyman,incentive,heterosexual,greedy,breaker,,,
entertainer,fingerprint,outdated,maintenance,botulism,initiative,highlight,grenade,breather,,,
entertaining,fir,overbearing,management,brainless,innocence,hike,grief,breathless,,,
entertainment,fishing boat,overdo,managerial,breakdown,innovative,hilarious,grievance,breed,,,
enthusiast,fishy,overdose,mandible,bribery,insight,hippopotamus,grieve,breeder,,,
enthusiastic,fixture,overdue,manger,brimstone,instrument,hire,grieving,breeding,,,
erection,fjord,overgrown,manifold,broken,instrumental,historical,grievous,breezy,,,
espresso,flagpole,overload,mantel,brooding,intellect,hobby,grim,brethren,,,
euphoria,flan,overlord,mantis,bruise,intellectual,holiday,grimy,brew,,,
euphoric,flannel,overpriced,mantle,bruising,interest,holly,gripe,brewery,,,
excellence,flat,overprotective,manuscript,brutality,interested,hombres,grisly,briar,,,
excellent,flatfoot,overrun,margarine,bulimic,interesting,home,gross,brick,,,
excite,flipper,oversight,mask,bullheaded,invention,homecoming,grotesque,bridal,,,
excited,floater,overthrow,mat,bummer,invitation,homemade,grouch,bridegroom,,,
excitement,flooring,overweight,match,bunion,iris,homeowner,grouchy,bridesmaid,,,
exciting,flour,overwhelm,matching,burden,jellybean,hometown,grouse,bridge,,,
exclamation,flue,overwhelmed,matinee,burdened,jewelry,homeward,grovel,brief,,,
exhilarated,foam,overworked,mauve,bureaucracy,journey,honest,grubby,briefcase,,,
exhilarating,fold,overwrought,may,bureaucratic,kindness,honesty,grudge,briefing,,,
exotic,folder,owe,mayflower,cage,kingdom,honey,gruel,brig,,,
expansion,folk,paralysis,measurement,captive,kinship,honeycomb,grueling,brigade,,,
extraordinaire,foot,paralyze,medallion,captivity,kite,honeymoon,gruesome,brim,,,
extravaganza,footage,paranoid,median,cardiac,knowledge,honor,grumpy,bring,,,
fabulous,footing,paraplegic,mediation,careless,knowledgeable,honorable,grunt,brink,,,
fancy,footprint,parasitic,medium,carelessness,koala,honorary,guillotine,brisk,,,
fantastic,ford,parched,meek,carsick,kudos,hope,guilt,brisket,,,
fantasy,foreground,pariah,melt,cartel,lace,hopeful,guilty,brittle,,,
fascinate,forehead,parkinsons,membrane,casket,landscaping,horizon,gun,bro,,,
fascinating,foreigner,parole,memo,catheter,language,horny,gunboat,broach,,,
feast,format,pathetic,memorial,cellblock,laptop,hospitable,gunfight,broad,,,
female,formulate,pathological,menthol,cellmate,lasting,hospitality,gunfire,broadcast,,,
fertile,fortnight,peddler,mention,cemetery,latte,hostess,gunk,broadcasting,,,
festival,foundation,pedophile,mesh,censorship,learn,hotel,gunman,broadside,,,
festive,founding,penal,meter,cesspool,learner,house,gunplay,broadsword,,,
fiesta,foundry,penalty,mid,chemo,leisure,household,gunpoint,broccoli,,,
fireworks,fountain,period,middle,chemotherapy,leisurely,huckleberry,gunshot,brochure,,,
firstborn,fragile,perjury,midlife,chickenpox,liberty,hug,gurney,broker,,,
fitness,framework,perverse,midshipman,cirrhosis,lifelong,hugger,gynecologist,brokerage,,,
flirt,frayed,pestilence,midst,citation,lifesaver,human,hag,bromide,,,
flirty,freezer,philistine,midwife,clot,lighting,humane,hairball,bronco,,,
flourish,friar,phlegm,mild,clueless,likable,humanitarian,handcuff,bronze,,,
football,fullness,phony,mileage,clutter,like,humanity,handicap,brooch,,,
foreplay,funnel,phooey,milkman,cocaine,likely,humankind,handicapped,brood,,,
fortune,furnace,pigheaded,mill,coffin,likeness,humble,hang,broom,,,
free,furnishings,pigsty,mime,collide,lilac,hummingbird,hangover,broomstick,,,
freebie,furniture,pimp,mineral,colonoscopy,literacy,humor,haphazard,broth,,,
freedom,fuselage,pimple,mini,communism,live,humorous,hapless,brothel,,,
freestyle,futon,pinch,minimum,communist,local,hundred,harass,brother,,,
friendship,gad,piss,minivan,complaint,logic,husband,harassment,brow,,,
frisky,gallbladder,pitchfork,mink,complication,logical,hygiene,hardheaded,brown,,,
fruity,gander,pitiful,minor,con,lovely,ice tea,hardship,brownstone,,,
fulfillment,gauze,pity,minority,conceit,loyal,idea,harm,browse,,,
fun,gavel,plaque,mister,concussion,loyalty,ideal,harmful,brush,,,
funny,gear,plead,mistrial,condemnation,lunch,idealist,harsh,buckaroo,,,
future,gel,pneumonia,misty,confine,lunchtime,idealistic,hassle,bucket,,,
galactic,generic,poacher,miter,conflicting,luxurious,illuminate,hate,buckle,,,
gallant,gent,pointless,mitt,confused,macaroni,illuminating,hateful,bucko,,,
generous,genteel,polio,mitten,confusing,magnificence,illumination,hater,buckshot,,,
genius,gentile,politician,mix,confusion,majestic,illustration,hatred,buckwheat,,,
gig,gentry,pollute,molasses,congestion,majesty,imagery,hazard,budding,,,
giggle,geographic,pompous,monastery,congress,mansion,imaginable,hazardous,budge,,,
girl,geographical,poor,monk,congressman,marvelous,imagination,hazmat,budget,,,
glisten,geography,Pope,mono,constipation,massage,imaginative,headache,Budweiser,,,
glory,geometry,porker,monogrammed,convict,masterful,imagine,headless,buff,,,
gold,gerbil,porky,monologue,coroner,maternal,immaculate,headlock,buffer,,,
goodness,gilded,possessive,monsieur,corpse,maturity,immune,headstone,buffet,,,
gourmet,glade,possum,monument,corruption,meal,importance,hearse,buffoon,,,
graduation,glance,postmortem,mop,counterfeit,meaning,important,heart disease,buggy,,,
grill,glass,pothead,mores,court,meaningful,impressed,heartache,bugle,,,
grin,gloves,pothole,moth,courtroom,melody,impressive,heartbreak,bugler,,,
happiness,goalie,pout,motley,coward,memorable,improvement,heartbreaker,build,,,
happy,goat,pouty,mousse,cowardice,mentor,incentive,heartbreaking,builder,,,
hero,godfather,powerless,moustache,crackpot,merciful,include,heartbroken,building,,,
heroic,godson,pox,mouthwash,crap,merry,incredible,heartburn,buildup,,,
heroism,goggle,predator,mower,crash,milestone,independence,heartless,bulb,,,
hilarious,golfer,prejudiced,mud,criminal,mint,independent,heathen,bulk,,,
hire,golfing,prejudicial,muddle,cripple,mistletoe,indispensable,hectic,bulkhead,,,
honeymoon,goose,pressure,mulberry,crippling,model,individuality,heinous,bulky,,,
hope,gospel,pretentious,mule,croak,mom,inexpensive,hell,bull,,,
horny,governess,prey,mull,crook,monogamous,infant,hellfire,bulldog,,,
humor,gradual,prick,municipal,crooked,moonlight,infinity,hellhole,bulldozer,,,
humorous,grain,prison,mush,crowded,moral,ingenuity,hellish,bulletin,,,
illuminate,granny,prisoner,mushroom,crude,morality,inherit,helpless,bulletproof,,,
illuminating,granola,probation,musk,crushed,morning,inheritance,hematoma,bullfighter,,,
imaginative,grapevine,probe,nail,crutch,mountain,initiative,hemorrhage,bullfrog,,,
incredible,grassy,problem,name,crybaby,mozzarella,innocence,hepatitis,bullhorn,,,
independence,gravel,problematic,napkin,crypt,muffin,innocent,heretic,bullion,,,
independent,great grandma,proctologist,narrative,cuckold,mutual,innovation,hernia,bullpen,,,
individuality,great uncle,profane,native,cyclone,nice,innovative,heroin,bumblebee,,,
innovation,grid,prohibition,naval,cyst,noble,insight,herpes,bump,,,
inspire,groggy,propaganda,necktie,damage,nourish,inspiration,hesitant,bumper,,,
inspired,grotto,prosecute,needlepoint,dandruff,nurture,inspirational,hesitation,bumpy,,,
intelligence,ground,prosecution,net,darkened,nutrition,inspire,hex,bun,,,
intelligent,groundhog,prostitute,neural,dead,nutritious,inspired,hick,bunch,,,
intercourse,groundwork,prostrate,newscaster,deadbeat,oath,instrument,hideous,bundle,,,
internet,grow,prowl,newsman,deadly,opinion,instrumental,hijack,bungee,,,
intimacy,guano,prude,newspaper,deaf,optimism,intellect,hijacker,bunghole,,,
intimate,guardianship,psoriasis,newspaperman,deafening,optimist,intellectual,hiss,bunk,,,
intriguing,guesthouse,psychiatric,newsstand,deathbed,optimistic,intelligence,hitchhiker,bunker,,,
invent,guidance,puke,nincompoop,debilitating,orderly,intelligent,hitter,bunkhouse,,,
irresistible,guidebook,pungent,ninety,decay,organize,intercourse,HIV,buoy,,,
jackpot,gum,punishable,nod,decaying,original,interest,hoard,bureau,,,
jazz,habitat,punishment,nomad,deceased,originality,interested,holdup,burlesque,,,
jet,hairdryer,punitive,nook,deceptive,outdoors,interesting,holler,burner,,,
joke,hairline,purgatory,norm,decline,outstanding,internet,homeless,burp,,,
jolly,hairspray,pus,north,decompose,owner,intimacy,homesick,burr,,,
joy,halfback,pusher,northern,decomposition,pajama,intimate,homework,burro,,,
joyful,halibut,pushy,northwest,decrepit,pamper,intriguing,homicidal,burrow,,,
joyous,hall,puss,northwestern,defeat,pancakes,intuition,homicide,burst,,,
jubilee,hallmark,putrid,nose,defeated,papa,invent,homo,bus,,,
jump,hallway,queasy,notary,defeatist,paradise,invention,homophobic,busboy,,,
justice,halter,quicksand,notch,defect,parenting,invitation,honky,bush,,,
kids,hamper,quit,notify,defective,partnership,iris,hooker,bushel,,,
kiss,handball,racial,noun,defenseless,patriotic,irresistible,hooligan,bushy,,,
kisser,handkerchief,racist,nouveau,deficiency,patriotism,island,hopeless,business,,,
kissy,handwriting,racketeering,null,deficient,payable,jackpot,hornet,business man,,,
kooky,hanger,radiation,numerical,deficit,peace,jasmine,horrendous,businessman,,,
laugh,harbor,raggedy,nun,deformed,peaceful,jazz,horrible,businesswoman,,,
laughter,hark,rambling,nunnery,deformity,peacekeeper,jazzy,horrid,busload,,,
launch,harmonica,ransom,nutmeg,degenerate,perfect,jellybean,horrific,bust,,,
legend,harp,rash,nylons,degeneration,perfumed,jet,horrifying,buster,,,
legendary,hat,ratty,O'Doul's,degradation,philosopher,jewel,horror,bustle,,,
leopard,haul,reaper,oat,dehydration,photography,jewelry,horseshit,busy,,,
liberating,hay,recession,oatmeal,delayed,pictures,joke,hospice,butcher,,,
liberation,hazy,rectal,obedient,delinquent,pie,jolly,hospital,butler,,,
libido,heck,rectum,oblique,delirium,pink,journey,hostage,butt,,,
lick,helmsman,reek,obscure,delusion,plant,joy,hostile,buttermilk,,,
life,hem,refuse,observation,demeaning,play,joyful,hostility,button,,,
limitless,hemoglobin,regression,occasional,dementia,playground,joyous,humid,buyer,,,
lingerie,hickory,regret,occupant,demise,playtime,jubilee,humiliate,buzzard,,,
lively,hill,regretful,ode,denial,pleased,juice,humiliating,buzzer,,,
lovable,hilltop,regrettable,office,dependence,poem,juicy,humiliation,byline,,,
love,hind,rehab,ointment,dependency,poetic,jukebox,hunchback,bypass,,,
loved,hinge,reject,olden,deport,pool,jump,hunger,bystander,,,
loveliness,historian,rejected,omission,deportation,potential,justice,hungry,byzantine,,,
lovemaking,hoarse,rejection,one,deposition,precision,kangaroo,hurl,cab,,,
lover,hog,relapse,op,depravity,present,keen,hurricane,cabana,,,
lucky,holder,relinquish,opal,depressed,privacy,keepsake,hurt,cabaret,,,
lucrative,hole,reluctant,opener,depressive,pro,kid,hurtful,cabbage,,,
luscious,holistic,remorse,operator,deprivation,productive,kidder,hypertension,cabbie,,,
magic,honcho,repel,ordinary,deprive,productivity,kids,hyperventilate,cabernet,,,
magical,hoof,repossess,ordnance,derelict,proficiency,kind,hypochondriac,cabin,,,
manhood,hoop,repression,ore,derogatory,proficient,kindergarten,hypocrisy,cabinet,,,
marry,host,reprimand,organist,desecrate,progress,kindness,hypocrite,cable,,,
mastery,hourglass,repugnant,organization,desecration,promise,kindred,hypocritical,caboodle,,,
mate,hourly,resent,oriental,despair,promising,kingdom,hypodermic,caboose,,,
matrimony,houseboy,resentful,orifice,despairing,proof,kinship,hypothermia,cache,,,
mermaid,housing,respirator,orthodox,desperate,protection,kiss,hysterectomy,cactus,,,
meteorite,hull,restless,ought,despicable,protective,kisser,icky,caddie,,,
mighty,humdrum,restraining,outer,detention,protector,kissy,idiocy,cadet,,,
million,husk,restraint,outline,deteriorate,prototype,kite,idiot,cafeteria,,,
millionaire,hut,restrict,outpost,deterioration,pup,kitten,idiotic,cahoots,,,
mindful,hymn,retaliate,oven,diabetes,purchase,know,ignorance,calamari,,,
miracle,hypothesis,retard,overall,diabetic,pure,knowledge,ignorant,calamity,,,
miraculous,ice,retribution,overcoat,dialysis,purification,knowledgeable,ignore,calcium,,,
mission,icon,revoke,overlap,diaper,purify,koala,illegal,calculate,,,
money,id,rid,overlay,difficult,purpose,kooky,illegitimate,calculation,,,
motherhood,immaterial,rife,overview,dimwit,purr,kool-aid,illicit,calculator,,,
motivational,imprint,rigid,oxide,dire,quality,kudos,illiterate,calculus,,,
music,impropriety,ripper,oyster,disable,radiant,lace,illness,calendar,,,
musical,inactive,roadblock,pace,disadvantage,raspberry,lady,illogical,calf,,,
musician,inane,rodent,pacifier,disappearance,reader,lady bug,imbecile,caliber,,,
mystique,inanimate,rot,pacifist,disappoint,receive,ladybug,immature,calisthenics,,,
nakedness,inch,rotten,pacify,disappointed,recipe,lake,immobile,call,,,
new,incidental,roughneck,packaging,disappointment,recognition,land,immoral,callback,,,
newlywed,incoherent,rubbish,padded,disastrous,recommend,landscape,impair,caller,,,
nintendo,incomparable,rubble,padding,discharge,recovery,landscaping,impatience,camaraderie,,,
nudity,incorporate,rude,pail,discomfort,recreation,language,impatient,camel,,,
opportunity,incubation,ruination,palate,discontent,recreational,lapdog,impeach,cameo,,,
optimum,incumbent,rumor,palette,discourage,refreshing,laptop,impeachment,cameraman,,,
orgasm,indicator,ruse,palm,discouraged,refreshment,lasagna,impending,camouflage,,,
outgoing,indifferent,rusted,pamphlet,discouraging,refund,lasting,implosion,campaign,,,
overcome,indoor,rusty,pan,discrepancy,relaxing,latte,impolite,camper,,,
overjoyed,induce,rut,pancreas,discriminating,release,laugh,imposition,camping,,,
panties,inflatable,sacrilege,panel,disgrace,reliable,laughter,impossibility,can opener,,,
party,inflate,sad,paperboy,disgraceful,relieve,launch,impossible,canal,,,
passion,informal,sadist,par,disgruntled,remedy,lavender,impostor,candid,,,
passionate,information,salmonella,paraffin,disgusted,replenish,lavish,impotence,candidacy,,,
paycheck,ingredient,sanatorium,paragraph,dishonor,research,lean,impotent,candidate,,,
payday,inlet,sanitarium,paralegal,disorder,resourceful,learn,impound,candle,,,
payoff,inn,scalp,parallel,disorderly,respect,learner,impoverished,candlestick,,,
payout,innate,scam,parchment,disorientation,respectable,legacy,impractical,candor,,,
penthouse,innkeeper,scapegoat,pardon,disoriented,respectful,legend,imprison,cane,,,
perfection,input,scarce,parental,disown,reunite,legendary,imprisonment,canine,,,
perform,insignia,scoff,parka,disparage,right,legit,improper,canister,,,
perk,insipid,scold,parlay,displeasure,roomy,leisure,impure,cannabis,,,
phenomenal,instruction,scorch,parlor,dispute,rosemary,leisurely,inability,canned,,,
pizzazz,intact,scorching,parsley,disqualify,rub,lemon,inaccurate,cannon,,,
pizzeria,intangible,scorn,partition,disrespectful,safety,lemonade,inadequate,cannonball,,,
playful,intercom,scornful,partridge,dissociative,sail,leopard,inadmissible,canoe,,,
pleasing,intermediate,scowl,paste,distasteful,satisfied,liberating,inappropriate,canon,,,
pleasurable,interpreter,scram,pastime,distortion,satisfying,liberation,inaudible,canopy,,,
pleasure,interpretive,scrape,pasture,distress,save,liberty,inbred,cantaloupe,,,
popcorn,involvement,scratchy,patch,distrust,savor,libido,incapable,canteen,,,
positive,iota,scrounge,paternal,divorcee,savvy,librarian,incarceration,cantina,,,
powerful,iron,scuff,patron,dizzy,scenic,lick,incessant,canvas,,,
praise,isle,scuffle,pattern,doubt,scholastic,life,incest,canvass,,,
pregnant,isotope,scumbag,pave,douche,seasoned,lifeguard,incinerator,canyon,,,
premiere,item,scurry,pavement,downfall,secure,lifelong,incision,cap,,,
premium,itinerary,seasick,pavilion,dread,self,lifesaver,incompatible,capacity,,,
prestigious,ivory,segregation,payphone,dreaded,selfless,lifetime,incompetence,caper,,,
pretty,janitor,seizure,pea,dreadful,serenade,light,incompetent,capital,,,
pretzel,jar,selfish,peas,dredge,serene,lighting,incomplete,capitalist,,,
priceless,jean,selfishness,pebble,dropout,sherbet,lightness,incomprehensible,capitalize,,,
pride,jour,sellout,pedestal,drought,shiny,likable,inconsequential,capricious,,,
princess,journal,senate,pediatrics,drug dealing,shower,like,inconsiderate,capsule,,,
prize,journalistic,senile,pencil,drunkard,siesta,likely,inconsistent,captain,,,
